noteId,tweetId,writer,n_words,n_urls,flesch_kincaid_grade,vader_compound
2004331162173391280,2004154803447079109,bot,37,2,9.1,-0.7184
2004331563060781365,2004060777209278561,bot,25,1,8.9,0.0062
2004612028611109370,2004383823908557151,bot,32,2,6.0,-0.5574
2004691536823427310,2004311121445245318,bot,29,1,15.4,-0.607
2004692514096164883,2004418942027420092,bot,38,1,10.3,-0.5994
2004692967194304751,2004593979904713045,bot,29,1,9.9,-0.5106
2004694204958589287,2004553446553534497,bot,29,2,8.3,-0.5423
2004700557949214817,2004565103866478862,bot,20,2,8.7,0.2584
2004986052025499751,2004635860000788840,bot,36,1,7.8,0.0
2005051228418424874,2004638069241139364,bot,32,1,13.1,-0.6124
2005068218260447295,2004917530591449498,bot,36,2,16.9,-0.7096
2005070519259873349,2004979838604734637,bot,34,2,7.7,-0.7081
2005073064166297838,2004832236672344315,bot,34,1,6.4,-0.5106
2005287258228752776,2004857651600196088,bot,29,1,8.8,-0.7003
2005396230185075073,2005341956814319848,bot,33,1,5.1,-0.6921
2005396985226870931,2004934887007305762,bot,39,2,7.0,-0.4019
2005397725500645408,2005169083273343403,bot,38,2,8.3,0.1948
2005401113680400676,2004964952877277301,bot,33,2,8.6,-0.423
2005636954797253076,2005426723244917111,bot,39,2,8.2,-0.5859
2005637251078717525,2005528666948997336,bot,36,1,8.9,-0.6808
2005637522328531079,2005224802555191323,bot,34,2,4.7,-0.4427
2005740305190936753,2005651672786460806,bot,32,1,8.2,0.1779
2005743653935808680,2005689170271035577,bot,30,1,12.5,0.0516
2006048882132647987,2005674355406324120,bot,34,1,12.1,-0.367
2006054928486179202,2005825648934162722,bot,30,1,10.3,-0.7717
2006103916849619235,2005897707383107783,bot,29,2,17.0,0.1526
2006104585933328860,2005998579744399738,bot,38,2,13.1,-0.7184
2006105910477787272,2006063664017670644,bot,18,1,10.3,-0.09
2006567584250937710,2006428776029368821,bot,32,1,9.5,-0.296
2006567927542157717,2006446080783954112,bot,31,1,10.3,-0.743
2006569740647489963,2006467379237368016,bot,25,2,8.0,0.25
2006575894148612548,2006465349198426409,bot,33,2,10.9,-0.8519
2006577983096562116,2006458802594541905,bot,32,2,9.5,0.3612
2006908780533977181,2006609531221258741,bot,35,1,12.3,-0.7269
2006910244597690594,2006467566450209095,bot,33,2,8.6,-0.3818
2006910455764197866,2006620151677165608,bot,39,1,4.8,0.0
2006912661225623726,2006787404901048654,bot,36,2,12.5,0.0772
2007069633627476349,2006538366334984444,bot,30,1,10.3,-0.8074
2007087052626550904,2006902944264757570,bot,32,2,11.9,-0.4019
2007087933749121194,2006861744539382084,bot,30,1,6.8,-0.4019
2007290410616369412,2007127247241744510,bot,31,2,12.9,-0.6997
2007290673213411385,2006994759978799418,bot,29,2,11.3,0.0754
2007291539949486452,2007195198271697395,bot,39,1,9.5,-0.5499
2007616695456731578,2007478705690423778,bot,27,1,8.6,0.25
2007618613667127326,2007470096810213398,bot,30,1,10.3,0.0
2007619111010881622,2007483048808591405,bot,41,2,9.7,0.1531
2007692061550485588,2007594052204839208,bot,34,1,7.6,-0.4019
2007693417023717536,2007641764140855367,bot,34,1,17.7,-0.5859
2007857981526884551,2007398592152293598,bot,35,1,8.7,0.6124
2007859381476450673,2007541912753058028,bot,36,2,9.1,-0.068
2007861104915993050,2007537143112183917,bot,27,2,10.9,-0.2263
2007948315476767066,2007914135712055549,bot,37,2,9.3,-0.7783
2007950592379863071,2007857093857186123,bot,25,1,11.9,-0.2144
2008174223345258527,2007903551197151675,bot,27,1,10.3,-0.5927
2008174597426880772,2008034127371706806,bot,30,1,12.2,0.5023
2008175698729390344,2007806428594241832,bot,32,1,10.7,0.2584
2008177374345548029,2007954089645080622,bot,32,2,7.5,0.0
2008178235725545913,2007875304220749916,bot,34,1,18.5,0.7571
2008536373322461616,2008284434638815374,bot,42,1,18.1,-0.9209
2008537500583608433,2008232217525580007,bot,24,1,6.8,0.4497
2008538433233305718,2008224599725797507,bot,42,1,8.9,-0.6486
2008540203653173692,2008230010432479543,bot,30,1,7.8,-0.2732
2008540889098977287,2008328414558617796,bot,31,1,8.0,-0.3291
2008908701583781977,2008705124500398420,bot,41,2,7.7,-0.1779
2008909216522584146,2008701611984511280,bot,35,2,9.9,-0.2382
2008910126053241315,2008622098390946217,bot,38,1,13.1,0.5106
2008910399115071619,2008601788354585064,bot,35,2,8.9,-0.802
2008912947054084202,2008689534968754427,bot,36,2,11.5,-0.4678
2009457981939744817,2009342949101064598,bot,31,2,6.8,-0.5574
2009458630085538214,2009206637962383809,bot,38,1,11.9,-0.8176
2009461838623146393,2009345392182501756,bot,34,1,8.7,-0.7873
2009464093497765889,2009123245094572408,bot,35,1,10.1,-0.1027
2009626249384046746,2009379264567685392,bot,36,2,6.8,0.357
2009628594788581649,2008390188452524241,bot,22,1,9.9,-0.5267
2010010471466697177,2009885346792714285,bot,33,2,12.1,0.3291
2010011102986277028,2009917318458126524,bot,32,2,7.2,0.9069
2010718200258777159,2010679425453437362,bot,33,1,8.5,-0.6369
2010718682276634809,2010601592098304194,bot,34,1,8.7,-0.7351
2011079826543706192,2011001084278358382,bot,25,2,12.9,0.0
2011448517634523591,2011154203268481368,bot,38,2,12.9,-0.296
2011458260746879098,2011269753000841376,bot,26,1,8.4,-0.6369
2011461846822277197,2011115650396062104,bot,34,1,9.9,0.5267
2011825162702684600,2011488113970069877,bot,37,1,10.5,-0.5859
1984616469364183506,1984564290662051897,bot,34,2,7.7,-0.5994
1984617607056478359,1984445054010671526,bot,42,2,9.9,-0.875
1984618172566147329,1984459581968556108,bot,38,2,10.7,-0.7034
1984618870280237152,1984391277656621199,bot,38,2,7.2,0.0
1984621314410242544,1984245380738138448,bot,34,2,8.7,-0.7845
1984630474040316239,1984373940404318218,bot,23,2,14.6,0.5719
1984632106895466672,1984371426258993466,bot,45,2,9.7,0.25
1984979073408323672,1984657921699910010,bot,30,2,9.1,-0.4404
1984979906007007627,1984691991855112619,bot,32,2,9.5,-0.836
1984980385999073430,1984511682262048855,bot,42,2,7.6,0.0
1984981506574492058,1984628631126360533,bot,35,2,7.9,-0.6249
1984982042019344519,1984758406779969831,bot,34,2,6.5,-0.0772
1985349338113925572,1985203965319913898,bot,38,2,11.9,0.0258
1985351654560928003,1985107824020730333,bot,36,2,8.0,0.5267
1985353451849544037,1985050563407720666,bot,40,2,7.2,-0.0757
1985355151167627641,1985060387910271023,bot,38,2,5.9,0.7506
1985355501794685020,1985079789057949883,bot,28,2,8.4,0.0
1985369330117218373,1984993104886165905,bot,32,2,12.2,-0.8689
1985370057325576228,1985066426026144042,bot,34,2,3.0,-0.8609
1985424690706293046,1985277430500643031,bot,32,2,16.6,-0.4019
1985431020041085433,1985098119458279672,bot,41,2,7.5,-0.7092
1985793226343624728,1974393872567681079,bot,38,2,8.2,0.5574
1985794955374133537,1985750550156062749,bot,42,2,9.1,0.1323
1985795654715617599,1985679827748143143,bot,38,2,8.3,0.25
1985796770484412673,1985760796518039853,bot,31,2,8.2,0.7289
1985796896653217824,1985402231483502631,bot,29,2,7.1,-0.4019
1985798054985793701,1985393423856107694,bot,41,2,7.5,0.0258
1985798370019995814,1985715220103213258,bot,36,2,8.0,-0.6154
1985798669463884125,1985530254425825752,bot,35,2,11.3,-0.6124
1985799370923503899,1985342055598481851,bot,38,2,7.1,-0.8271
1985801485393797395,1985424236794490946,bot,32,2,7.2,0.3612
1985801944460402902,1985709161900868025,bot,36,2,9.2,0.4019
1985802092271874386,1985581423152312678,bot,46,2,8.1,-0.7579
1986105961354862875,1986048900680352196,bot,20,2,9.6,-0.1184
1986106487425405325,1985966429276160154,bot,36,2,6.8,-0.296
1986106993161973877,1985782640104939992,bot,34,2,3.1,-0.1506
1986107292211708134,1986038085302222852,bot,27,2,4.4,-0.875
1986107887756726704,1985763752567001215,bot,39,2,6.0,-0.2216
1986108579711992245,1985544438760759670,bot,39,2,8.4,-0.4767
1986488967475134558,1986249676455137429,bot,33,2,5.2,-0.7717
1986489354970149191,1986426028990877701,bot,39,2,2.8,0.0
1986489860400533730,1986453225810301057,bot,41,2,5.1,-0.296
1986490621469601915,1986219320645448147,bot,23,2,10.1,-0.296
1986491066564931898,1986408017957409109,bot,37,2,8.1,0.0
1986492165581660200,1986355135887667677,bot,44,2,8.3,-0.3506
1986818137354912242,1986507411314659346,bot,33,2,10.9,-0.4867
1986876967430307869,1986709745961484462,bot,37,2,5.7,0.5517
1986877898859454868,1986520069204287914,bot,32,2,6.0,0.4019
1986878388867371186,1986817447396020437,bot,39,2,5.9,-0.5574
1986878705075954054,1986528002914545971,bot,29,2,7.8,0.5106
1986879132991471868,1986777625629442137,bot,27,2,12.1,-0.9001
1987236445254234330,1986905944555475164,bot,39,2,9.7,0.8074
1987238565890105814,1986994343526170888,bot,35,2,7.9,-0.4939
1987238967415075153,1987139033777250391,bot,35,2,6.7,-0.5574
1987250480880189511,1987168864958927261,bot,35,2,2.0,-0.0644
1987250766411641001,1986827848330743964,bot,35,2,7.9,-0.5574
1987251322647662605,1987079428976087494,bot,40,2,9.9,-0.0418
1987625050447413535,1986887091473514780,bot,42,2,6.2,-0.7906
1987625314386636947,1986691360556994938,bot,43,2,7.7,0.1935
1987625398952149429,1987540970271809722,bot,33,2,12.1,0.0
1987625630637126114,1987465515401637949,bot,32,2,6.3,0.0516
1987625864884801952,1987545242065842368,bot,33,2,5.2,-0.0516
1987626881332470154,1987521338525843631,bot,37,2,6.9,-0.3687
1987923945677336989,1987203682505498848,bot,34,2,8.7,0.5574
1987924193736888391,1987684499652854016,bot,39,2,9.5,-0.2263
1987924420585783615,1987737789270798498,bot,31,2,6.1,0.0
1987924489422746107,1987569879310803363,bot,34,2,9.9,-0.8785
1987924716909154550,1987864741491138649,bot,34,2,4.2,-0.7579
1988287475244998915,1988185236421636251,bot,37,2,6.9,0.25
1988288172212523331,1988001797961904269,bot,42,2,6.2,-0.7469
1988351847292076310,1988239256003772670,bot,28,2,6.4,-0.4497
1988352282799247855,1988264209902104794,bot,41,2,8.6,-0.223
1988352605085438431,1988253213414330708,bot,32,2,13.4,0.0
1988383510042718631,1988065200050671967,bot,38,2,8.2,-0.7956
1988737300986032254,1988719123606417722,bot,29,2,10.1,-0.3182
1988738109232562228,1988629476754801121,bot,37,1,3.4,0.0
1988738431602540644,1988676948693020814,bot,35,2,7.9,0.0
1988739155442925663,1988667993975644618,bot,40,2,8.8,0.3446
1988741091663683892,1988705021580702088,bot,37,2,3.4,0.1426
1989007786919800978,1988690820002898166,bot,39,2,10.9,-0.836
1989008765069242608,1988676183895245181,bot,40,2,3.7,0.4939
1989039862612103438,1988903691865219213,bot,39,2,6.0,0.4767
1989068142279086559,1988965069573497208,bot,38,2,9.4,-0.836
1989068525575516579,1988856329713164773,bot,34,2,7.7,-0.4249
1989348398839841000,1989196318397591710,bot,35,2,7.9,-0.7845
1989349307351232671,1989066115281305951,bot,36,2,10.3,-0.5994
1989398224805773633,1989293822614917209,bot,33,2,9.9,-0.3948
1989398645074981323,1989283580204425332,bot,25,2,8.9,-0.6597
1989415920058388556,1989315118358745148,bot,40,2,11.1,-0.9758
1989447696336183782,1989205611909951678,bot,27,2,6.2,-0.296
1989448214643183868,1989125742257664383,bot,40,2,10.8,-0.7839
1989818233038213493,1989681619146281286,bot,35,1,18.9,-0.9062
1989818725340414040,1989755354670838043,bot,29,1,8.3,-0.834
1989819312752705570,1989803898509693275,bot,26,1,14.3,-0.296
1989819735127539814,1989718030356811873,bot,15,1,10.3,-0.1027
1989820239924678745,1989749929334784497,bot,36,1,16.2,0.1531
1989820680464998693,1989579511441019265,bot,37,1,18.9,-0.9136
1990088906151256094,1989707838579732894,bot,22,1,6.4,0.128
1990089130139607044,1989438386843914522,bot,38,1,17.7,-0.6249
1990147304825803112,1989904590305988749,bot,37,1,10.5,-0.4404
1990147308386664502,1990067720155447479,bot,39,1,15.6,0.296
1990147535952892316,1989879974170693757,bot,35,2,11.3,0.3182
1990148142583451748,1989806178243670309,bot,41,1,13.5,-0.4767
1990149174038331653,1989876625459351960,bot,40,1,18.5,-0.2144
1990149291755606301,1990060599527813464,bot,34,1,12.3,-0.8591
1990149877184012576,1990108811160350901,bot,32,1,8.2,-0.5574
1990437813125341665,1990225780455145960,bot,36,1,18.1,-0.8462
1990439509150875654,1990229021364519102,bot,30,1,16.2,-0.9027
1990440958328975415,1990131367187759121,bot,36,1,8.0,-0.3182
1990446639522136399,1990158203569746195,bot,33,2,18.5,-0.9623
1990447073703969096,1990161251872223448,bot,30,2,12.2,-0.4019
1990447450423808422,1989539912312336640,bot,31,1,12.6,-0.4019
1990447677016826102,1990198888175939691,bot,29,2,11.1,0.0258
1990826157294387422,1990674832485233051,bot,36,1,11.5,0.4019
1990828440577077573,1990383678682456084,bot,17,1,8.7,-0.5619
1990843706346193103,1990693518793220430,bot,35,1,10.1,-0.7845
1990844307754864666,1990715101893013724,bot,31,1,9.1,-0.5994
1990851010533659089,1990576408377401828,bot,32,1,14.6,0.607
1990917355203969261,1990839147414581656,bot,23,1,9.0,-0.765
1991161976425164962,1990917853462077729,bot,42,2,11.5,-0.3182
1991162344450232627,1990957849372209235,bot,34,1,16.2,-0.2256
1991180145713987829,1990544321737810420,bot,28,1,20.1,-0.679
1991180741443531132,1990809389872075155,bot,37,1,16.0,0.5719
1991181001217765804,1990907998789636123,bot,44,1,7.7,-0.5859
1991181888858259787,1990846111074906183,bot,40,1,9.9,-0.7003
1991583500487581772,1991372086716113333,bot,26,2,7.2,0.696
1991583918517080066,1991277807964680225,bot,29,1,8.9,-0.2732
1991584331505017045,1991505555496792146,bot,38,1,9.5,0.0516
1991587038882054398,1991293785003712874,bot,38,2,6.9,-0.1531
1991587804971729074,1991576680956117123,bot,21,1,12.1,0.0
1991588428933157084,1991522085403783287,bot,31,1,11.7,0.0
1991905739837751545,1991195731839836459,bot,41,2,11.1,-0.5994
1991905983107330469,1991471750354436355,bot,41,1,7.3,0.0
1991906408648827346,1991808184626098294,bot,30,1,6.6,-0.2144
1991906428659884519,1991823990403338723,bot,27,1,9.7,0.3182
1991907526682570857,1991266332877152414,bot,31,1,9.1,0.4019
1991907752646467867,1991825618980503795,bot,31,1,8.5,0.0
1991908475757035906,1991567063307915342,bot,33,1,8.5,-0.2732
1992264109274873989,1991945750486614366,bot,36,1,12.7,-0.128
1992264262270476458,1991854783838425215,bot,31,1,12.0,-0.4019
1992265159197265998,1992114908037841209,bot,35,1,7.8,0.5975
1992265545391944015,1991881061341843572,bot,25,1,15.4,0.0
1992265794240016651,1991895993466683764,bot,29,1,7.6,-0.4019
1992266427730895006,1991876856195535227,bot,36,1,10.3,-0.8126
1992608955281936446,1992404634342993925,bot,36,2,8.0,-0.4588
1992609284471833012,1992428973268287762,bot,40,1,10.9,-0.7906
1992609581579604137,1991959126134632958,bot,33,1,11.9,-0.7096
1992609908408135782,1992391271969943776,bot,38,1,10.7,-0.7717
1992610206967079180,1992260266298327310,bot,35,1,8.9,-0.4404
1992970119526359311,1992885850938745326,bot,30,2,11.5,0.0
1992970629826453706,1980042655565520906,bot,35,1,19.7,0.0
1992970917589242003,1992675783442067888,bot,36,1,8.0,-0.4767
1992971261396303873,1992601874092929152,bot,37,1,9.3,-0.6369
1992971922775167060,1992919160054259885,bot,32,2,10.5,-0.2144
1993316339788775490,1987449045544309180,bot,35,1,8.9,-0.2144
1993317230952493399,1993149553198112911,bot,37,2,8.0,-0.7603
1993319215701377454,1993100192837489111,bot,27,1,8.6,-0.1027
1993320152104882336,1993141235545260482,bot,32,2,9.3,-0.6808
1993320447878766641,1993068077240725676,bot,37,1,6.8,0.5574
1994130376319447211,1993688441763102944,bot,40,1,10.8,0.0
1994186664525107405,1993871767178199208,bot,36,1,11.3,-0.775
1994824368170360852,1994526844314685778,bot,33,1,4.1,-0.1027
1994831056063664470,1994352199514681594,bot,34,1,16.6,0.7684
1994833552026849383,1994481322434465878,bot,26,2,12.9,-0.765
1994833853458874500,1994681485811757372,bot,34,2,7.6,0.2732
1994900603751784804,1994821659564368276,bot,37,1,10.5,-0.4019
1994902566526722185,1994646860774903810,bot,31,1,12.9,-0.6705
1995154021422657981,1994862380833280504,bot,35,2,5.9,-0.4019
1995154718071419009,1994944574784246162,bot,25,2,3.3,0.25
1995154917510500640,1995016951010414921,bot,32,1,10.5,0.3182
1995155689438687421,1995043384424313205,bot,34,2,8.8,0.4019
1995156000588906802,1994883484658102287,bot,44,1,3.2,-0.7657
1995156630879576307,1995095463670829264,bot,41,1,20.1,0.3182
1995568216572129707,1995377311236133070,bot,34,1,8.5,0.0
1995572852301459527,1995132641251627505,bot,40,1,12.1,-0.4118
1995581314339061802,1995214834590519523,bot,26,1,15.8,-0.5927
1995581725657768181,1995466136096252215,bot,39,2,10.9,-0.91
1995582121335738760,1995503070151602565,bot,36,3,10.3,0.4845
1995871409449415142,1995670502548144413,bot,44,1,16.5,-0.5994
1995871713842606385,1995497378208698529,bot,29,2,13.4,0.0
1995871943346507838,1995650074270204409,bot,40,1,8.5,0.8275
1995872138813669679,1995732515923927289,bot,31,1,9.3,-0.7269
1995872447682253184,1995614487626518753,bot,39,2,10.7,0.0772
1995959752912732566,1995842091256332800,bot,36,1,17.3,-0.7003
1996228063256842672,1996068379078414662,bot,27,1,8.6,-0.5994
1996231628448772586,1996031327427322229,bot,39,2,8.2,-0.5647
1996231955952627782,1996020707080503805,bot,38,2,5.9,-0.8625
1996232657730994525,1996037567431762228,bot,39,2,6.0,-0.8316
1996233098485235940,1995830079822463046,bot,27,1,8.0,-0.233
1996312454075130359,1996187285180850482,bot,40,1,11.1,0.1027
1996313393486004632,1995810221109715091,bot,38,2,7.2,0.0
1996314323493241252,1996189535559151812,bot,35,1,18.1,-0.2023
1996315778254021042,1995937784532746510,bot,42,1,18.5,-0.3291
1996937851477344257,1996776164619125188,bot,33,2,9.5,0.8641
1996938640333676640,1996814513761562759,bot,30,1,9.1,0.5423
1996939025534361947,1996798101936656517,bot,32,2,7.2,-0.7003
1996939419341684844,1996765032504242352,bot,30,1,10.3,-0.5994
1996940528617758939,1996590656207351848,bot,25,1,11.5,0.4885
1996941184158093801,1996845051415351659,bot,28,3,14.2,-0.4019
1996941721721090391,1996734981570445778,bot,39,2,6.0,0.3291
1996942528847790090,1996731249130422758,bot,38,1,8.3,0.128
1997032470475059275,1996693541553139858,bot,28,2,3.4,-0.2584
1997033927077179842,1996806302883062128,bot,33,1,13.8,-0.6908
1997034198037565751,1996852793294938125,bot,31,2,17.7,-0.2023
1997344333670875145,1996884940307194315,bot,33,2,9.5,0.3818
1997344837754822755,1996945036572086500,bot,34,4,16.6,-0.6808
1997345905423335594,1997043553923420668,bot,18,1,12.7,0.25
1997348318137983271,1997124841032634388,bot,30,1,13.7,0.1027
1997348548220793094,1996749284876615682,bot,37,2,11.7,-0.7351
1997348671331991769,1997125505200582703,bot,35,1,8.9,0.1027
1997684238225703366,1997318307691508194,bot,35,2,11.2,-0.6599
1997685369563644003,1997410772121522233,bot,30,1,7.8,-0.5994
1997789819485778242,1997696702917300356,bot,44,1,5.2,-0.7184
1997791625230102623,1997632974628479243,bot,37,2,8.0,0.1531
1998033265869848724,1997940011883438214,bot,37,1,6.9,-0.3182
1998035588696416554,1997958058585321484,bot,35,1,11.1,-0.7964
1998036020609089686,1997841267628077284,bot,35,2,13.7,-0.5994
1998039940236505350,1997640389432340618,bot,36,1,8.9,0.6486
1998042847862272403,1997752601379807648,bot,35,1,12.5,0.0
1998045980667646385,1997810282006269988,bot,36,2,6.6,-0.765
1998417304472687088,1998302276629475585,bot,36,1,11.5,-0.5994
1998418736718492106,1998120395652694502,bot,30,2,11.3,-0.5994
1998419372310737274,1998050038082359322,bot,37,1,8.0,-0.5994
1998419898691727710,1998337258483490865,bot,37,2,6.9,-0.3182
1998421818877559181,1998074269545157004,bot,40,1,11.1,-0.4939
1998757877410853127,1998724512574222792,bot,37,1,9.3,0.0387
1998758133682807130,1998553979828195495,bot,33,2,8.5,-0.4019
1998760462649827787,1998587540794732627,bot,44,1,9.5,-0.1779
1998764549583798632,1998419540422930655,bot,32,2,8.6,-0.2144
1998764847433916697,1998562017377136974,bot,42,2,11.5,-0.5994
1999127581505814969,1998912018850656622,bot,38,1,8.0,0.34
1999128792795652352,1998946200503128493,bot,37,1,9.3,-0.431
1999131386515497071,1998838301696962787,bot,29,1,9.4,-0.4215
1999140393594638736,1998779406932697208,bot,36,2,9.2,0.631
1999140673249857704,1998778738176077833,bot,29,1,15.8,-0.4019
1999482283036737577,1999158281030267391,bot,36,1,10.1,-0.9371
1999485477666132085,1999409878981320907,bot,31,1,9.6,-0.34
1999485914179862786,1999284819881238642,bot,27,1,8.6,0.4767
1999486939624292488,1998800437039018113,bot,39,1,6.0,-0.4215
1999487468123328916,1999266149457100940,bot,35,1,13.7,0.4118
1999883080291495982,1999534399843336429,bot,34,1,13.5,-0.8591
1999883791888781368,1999639750907691081,bot,19,1,10.7,-0.1531
1999884441494094180,1999501545121906985,bot,34,1,3.0,0.2144
1999932408687149548,1999896141757108342,bot,31,2,12.9,0.3612
1999934549543809258,1999499688882639244,bot,37,2,10.3,0.128
2000240657990861232,2000174542283850124,bot,28,1,12.3,-0.34
2000243798538899819,2000058321487777835,bot,28,1,6.9,0.434
2000244395530953133,1999881572103905351,bot,36,3,9.1,-0.5122
2000244992330076384,2000211988601860512,bot,39,2,13.3,-0.8847
2000310854948934141,2000228545914667184,bot,34,1,6.5,-0.7003
2000567405089603917,2000521382262951939,bot,35,2,9.0,-0.4019
2000569460571193365,2000487081672602092,bot,38,1,9.5,-0.5106
2000569703765344694,2000200165353783736,bot,37,1,15.4,-0.7096
2000570933774291042,2000449395159105662,bot,34,2,6.4,-0.6124
2000572571998097902,2000520335834353760,bot,41,1,11.3,-0.7096
2000938732149411934,2000597915140813002,bot,36,2,11.5,0.3595
2000939751969288302,2000674944649216466,bot,37,1,10.3,-0.8481
2000940161505411232,2000668211197464996,bot,39,2,11.9,-0.4019
2000953681395527963,2000761329939046459,bot,33,1,15.0,0.1531
2000953897695739984,2000583071058247918,bot,37,1,18.5,-0.8225
2001336377653227638,2001145858218451135,bot,40,1,13.3,-0.5994
2001342190283370895,2001184152591249801,bot,38,1,9.4,0.5574
2001342364858663399,2001124652119417024,bot,37,2,10.5,-0.7003
2001342884025430452,2001069017834926247,bot,40,1,12.3,-0.8658
2001373817294246126,2001338375643554213,bot,38,1,12.9,0.5267
2001690413699084349,2001376912359477708,bot,31,1,10.3,-0.5267
2001690924733112711,2001436900905693648,bot,38,1,10.5,-0.8589
2001691469120188646,2001451535859941564,bot,38,1,12.9,0.8922
2001724531531001985,2001582965512626415,bot,33,2,11.9,-0.7003
2001724858938388869,2001394259748888728,bot,35,1,17.3,-0.5106
2002026143881261241,2001730351144595921,bot,32,1,5.1,0.2023
2002028766202048641,2001903915017851041,bot,34,2,12.3,-0.4019
2002031861644558514,2001818917095063847,bot,37,2,12.9,0.09
2002032224653148339,2001648319274324085,bot,31,1,16.6,-0.4939
2002032923059311024,2001867913737966074,bot,23,2,15.8,0.0
2002482002730119505,2002415154395517317,bot,36,1,12.5,0.2732
2002482208582361326,2002329490262012414,bot,29,1,9.9,-0.4019
2002483148760789416,2002125427939422413,bot,36,2,5.6,0.1363
2002485249029066811,2002463367395688594,bot,37,2,6.8,-0.6598
2002486158073188609,2002400533353804289,bot,40,2,12.3,-0.8674
2002752129690173541,2002468283501719853,bot,25,1,10.5,-0.3169
2002752314797391886,2002438853723107608,bot,31,2,12.9,-0.0772
2002756419007770869,2002599800362184730,bot,40,2,6.0,0.6757
2002756671244833216,2002633400126222487,bot,28,1,13.0,-0.7601
2002756900010496290,2002681756533801331,bot,34,1,15.8,-0.3523
2003106667232158058,2002911504543396034,bot,17,1,10.0,-0.7003
2003108439799566784,2002854715462430986,bot,28,2,6.4,0.8519
2003108838090649837,2002718852816498734,bot,36,1,9.1,-0.2052
2003109142462955728,2002697982811181131,bot,35,1,10.1,-0.4019
2003110559357546915,2002698381333000663,bot,18,1,11.5,-0.0186
2003472766217949423,2003314624817688942,bot,38,2,10.7,-0.5647
2003482300315574626,2003219875523965245,bot,41,1,11.3,-0.8779
2003484908807672014,2003254628142780631,bot,33,2,7.6,0.8799
2003596444943503742,2003500259679650185,bot,34,1,8.7,0.735
2003596737450070100,2003236303689937369,bot,28,1,10.7,-0.7269
2003597279425413553,2003193307346915543,bot,37,1,9.1,-0.296
2003830866062066080,2003728387676995950,bot,41,1,11.1,0.0
2003831189899972967,2003774762229924187,bot,30,1,11.3,-0.7003
2003831734580691111,2003755566787903980,bot,40,1,8.4,-0.7003
2003833284468302023,2003772605468406140,bot,34,2,11.1,0.34
2003834206049181977,2003692845400752348,bot,35,1,11.3,0.0654
2004208751658602802,2003933669782880659,bot,27,1,5.6,0.0
2004208946433716272,2003852010031120800,bot,43,1,7.3,-0.6049
2004209434776486314,2003918729965662337,bot,45,2,9.0,-0.875
2004320488948953227,2004285326135857523,bot,28,2,6.2,-0.4019
2004321446101680466,2004275766130016684,bot,30,1,10.1,-0.9371
2004564074604990843,2004454633339855029,bot,34,1,9.7,-0.4019
2004566355442352287,2004415656108994958,bot,29,1,8.8,-0.0397
2004567450059206746,2004159512253812864,bot,33,2,14.6,-0.6369
2004567736760881634,2004357388854288633,bot,39,1,9.5,-0.0516
2004568191482118608,2004373242287653055,bot,29,1,13.0,-0.4019
2005001435461689714,2004879935983513809,bot,26,1,5.5,0.0
2005002128863941105,2004896333275300232,bot,31,1,9.3,-0.4902
2005037434027872447,2004536830667133049,bot,34,2,12.3,-0.8225
2005037995909341376,2004667619845214511,bot,26,2,10.5,0.0
2005038875811467690,2004966538257072318,bot,34,1,12.1,-0.2144
2005392628825637316,2005306927967023286,bot,41,2,7.3,-0.8658
2005392924456931766,2005054889232142844,bot,30,2,10.1,-0.6808
2005393136034480448,2005308521618010530,bot,39,2,11.9,-0.5017
2005395696728309978,2005280633866846231,bot,30,1,10.1,-0.9062
2005395915100635473,2005066481277526147,bot,40,1,10.9,0.1027
2005630306674491606,2005372994546532480,bot,30,1,10.1,-0.6808
2005632331843776849,2005332421588451419,bot,35,2,12.5,-0.7269
2005632617354277156,2005529912015565245,bot,33,1,7.2,-0.918
2005633236269981760,2005299131187634596,bot,39,1,8.3,-0.6249
2005633905110487409,2005279743655211433,bot,34,1,15.0,-0.4019
2006004809992659059,2005611613148094559,bot,31,2,10.3,0.2023
2006005384704586123,2005797768393040117,bot,41,2,10.1,-0.5106
2006013648091681169,2005717731140870205,bot,36,1,8.0,0.3365
2006013986773360913,2005899780795535587,bot,37,1,12.7,-0.8519
2006047453976383756,2005745191953805813,bot,38,1,8.2,-0.8809
2006342181024358653,2006156485395353613,bot,35,1,8.7,-0.886
2006345669057937428,2006233324684206511,bot,41,1,11.3,-0.5994
2006346078841446413,2006091489244238015,bot,31,1,9.1,-0.8179
2006347170111181247,2006189356990562341,bot,30,2,14.6,-0.4019
2006347883008627041,2006103032334016557,bot,37,1,9.3,-0.6705
2006721988912464143,2006402900004937850,bot,28,1,9.9,0.3818
2006723103498379685,2006462122805571717,bot,38,1,9.3,0.2225
2006723968347091362,2006551468971847825,bot,36,2,8.9,-0.0516
2006728621902143923,1996140830625804530,bot,34,1,11.1,-0.558
2006730544474710437,2006594749948637541,bot,31,1,3.8,0.0
2007080022889181657,2006888494874956081,bot,31,2,10.8,-0.3506
2007080702391525390,2006836328194064772,bot,40,1,6.1,0.0572
2007080996533850361,2006939647516217351,bot,37,1,11.5,-0.5859
2007082137594347902,2006903968853799062,bot,27,2,12.1,0.0
2007082365248516355,2006728821329076504,bot,38,2,9.4,-0.2168
2007461596763660371,2007439222471295424,bot,38,1,7.2,-0.6249
