noteId,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,toxicity_model
2000326783527170511,0.0006901145097799599,1.3111816770106088e-06,4.1797069570748135e-05,6.435543764382601e-05,0.00019596616039052606,1.589615385455545e-05,1.9694232832989655e-05,detoxify-unbiased
2000327261480755373,0.0031571725849062204,6.522592229885049e-06,0.00012125121429562569,0.0003923818585462868,0.0006608409457840025,2.3218855858431198e-05,8.10431083664298e-05,detoxify-unbiased
2000327403248189820,0.009770096279680729,2.6357691240264103e-05,0.00023987935855984688,0.001481315353885293,0.0010493791196495295,0.00041046098340302706,0.004170596599578857,detoxify-unbiased
2000578866096550296,0.0009621508070267737,2.231380449302378e-06,9.246352419722825e-05,0.00021008749899920076,0.00025311653735116124,3.10621690005064e-05,2.143623714800924e-05,detoxify-unbiased
2000579079288832241,0.0012467597844079137,1.6207148973990115e-06,3.051695239264518e-05,0.0004631299525499344,0.00022307623294182122,2.5476216251263395e-05,1.6584415789111517e-05,detoxify-unbiased
2000579306007736513,0.001364662079140544,2.1992721030983375e-06,3.275389099144377e-05,0.0007419073372147977,0.000210007798159495,2.899432547565084e-05,1.9336503100930713e-05,detoxify-unbiased
2000579623164264914,0.0015077744610607624,1.8887504893427831e-06,3.2860232749953866e-05,0.0007407625089399517,0.00025861200992949307,3.1866791687207296e-05,1.5774556231917813e-05,detoxify-unbiased
2000579874826641839,0.0011846997076645494,4.966896540281596e-06,7.891489804023877e-05,0.000400054850615561,0.0003414683451410383,3.354368163854815e-05,3.465318513917737e-05,detoxify-unbiased
2000930650694570013,0.00041776534635573626,1.3368893405640847e-06,2.5705890948302113e-05,8.310679550049827e-05,0.00010666548769222572,1.894685556180775e-05,1.2167631211923435e-05,detoxify-unbiased
2000931784393908238,0.0003844445163849741,1.6639279465380241e-06,2.985619539686013e-05,7.795856072334573e-05,8.738334145164117e-05,1.9752747903112322e-05,1.5604822692694142e-05,detoxify-unbiased
2000932368299757820,0.0034451575484126806,3.0364344638655894e-06,5.869108281331137e-05,0.00036652557901106775,0.00035825674422085285,0.00035230503999628127,3.6782519600819796e-05,detoxify-unbiased
2000934802640236746,0.0016264825826510787,1.966717036339105e-06,2.432045766909141e-05,0.0012524417834356427,0.00022406979405786842,2.80903132079402e-05,1.66841327882139e-05,detoxify-unbiased
2000935038976659696,0.023791929706931114,0.0003596965398173779,0.0009401135612279177,0.027007633820176125,0.0027508146595209837,0.0006046869675628841,0.0005764949601143599,detoxify-unbiased
2001374127463059587,0.0013941667275503278,1.414214239048306e-06,5.9083329688292e-05,0.0001002009303192608,0.00035498739453032613,2.168335413443856e-05,1.9751974832615815e-05,detoxify-unbiased
2001375755549200887,0.0003653628227766603,1.2775352615790325e-06,2.7274400054011494e-05,6.442567973863333e-05,0.00010217700764769688,1.4413288226933219e-05,1.1689769053191412e-05,detoxify-unbiased
2001376841718776171,0.0009551361436024308,1.252986862709804e-06,4.140198871027678e-05,7.927550905151293e-05,0.0002600706066004932,1.9620165403466672e-05,1.5554751371382736e-05,detoxify-unbiased
2001377904668631527,0.0007689598714932799,1.3801267186863697e-06,2.5074581571971066e-05,0.00018218863988295197,0.0001608387683518231,2.503074392734561e-05,1.24954140119371e-05,detoxify-unbiased
2001381039361384612,0.0003945297503378242,1.2321842177698272e-06,2.595136538730003e-05,7.361478492384776e-05,0.00010858273162739351,1.5558045561192557e-05,1.1516532140376512e-05,detoxify-unbiased
2001381305657798778,0.0006484492332674563,1.401631948283466e-06,2.7736779884435236e-05,0.000194118547369726,0.00013313292583916336,2.0871397282462567e-05,1.4447348803514615e-05,detoxify-unbiased
2001679202605494671,0.02702591009438038,2.6195418740826426e-06,0.00024139064771588892,0.00037785308086313307,0.017190391197800636,3.79076118406374e-05,5.4767810070188716e-05,detoxify-unbiased
2001681471229059524,0.0005951710045337677,1.2428412219378515e-06,2.8804079192923382e-05,8.060387335717678e-05,0.000146873586345464,2.0160241547273472e-05,1.4148527043289505e-05,detoxify-unbiased
2001682240011440412,0.0004127349238842726,1.3855654970029718e-06,2.8410828235791996e-05,6.916067650308833e-05,0.00010661353007890284,1.909574530145619e-05,1.4206259038473945e-05,detoxify-unbiased
2001682884189450351,0.0012124364729970694,2.4519233647879446e-06,3.3932694350369275e-05,0.00027548419893719256,0.00014801323413848877,0.00010126783308805898,1.9627446818049066e-05,detoxify-unbiased
2001684129520206066,0.0004054145538248122,1.6948715710896067e-06,3.6852034099865705e-05,7.086961704771966e-05,8.954936492955312e-05,1.743736538628582e-05,1.5706076737842523e-05,detoxify-unbiased
2002033521716564268,0.00044492312008515,1.2832498441639473e-06,2.6137173335882835e-05,8.217360300477594e-05,0.00011574460950214416,1.6903770301723853e-05,1.1911894034710713e-05,detoxify-unbiased
2002034337596719206,0.01051841489970684,2.5951392672141083e-05,0.0006307698786258698,0.00046289825695566833,0.0008779047639109194,0.00010739226127043366,0.01370429340749979,detoxify-unbiased
2002034716988391616,0.0004720264987554401,1.2895247891719919e-06,2.577695886429865e-05,9.960951138054952e-05,0.00012020156282233074,1.8989887394127436e-05,1.1549902410479262e-05,detoxify-unbiased
