noteId,tweetId,writer,cites_bbc_com,cites_cnn_com,cites_en_wikipedia_org,cites_facebook_com,cites_instagram_com,cites_reuters_com,cites_share_google,cites_snopes_com,cites_t_co,cites_theguardian_com,cites_x_com,cites_x_com_grok,cites_yahoo_com,cites_youtube_com
1989444230486298862,1989390636198633936,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989445537142075716,1989345763135213971,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989734451463528574,1983458760589996235,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1989736738428727302,1989437140418130098,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1989742796836626607,1989100233926844497,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1989743440851075097,1989389266259251578,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989744003328147796,1989440177090302084,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989745012184154346,1989448515165327634,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989745359732559873,1989530910841295234,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990081821594263896,1989823475331002522,bot,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990082348411408700,1989917965094203891,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990083545516081561,1989860562096791747,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990086789889978489,1989752770950295932,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990087049517346969,1989872296555938082,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990087557284040848,1989824419636949320,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990088645433237722,1989758080314478727,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990508068585480361,1990426869187916076,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990508378917888328,1990453926013907014,bot,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1990508547344404670,1990376938238791687,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990509944588652677,1990329057771442478,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990510221672714429,1990460064331935997,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990511069668725120,1990466852628123699,bot,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990511316453183906,1990261462741475337,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990824844754112611,1990494395813277897,bot,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990827186383691934,1990662605590130751,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990852121315414369,1990799837336367288,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990878558105801054,1990668980126953633,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990885817691091116,1990822359750881314,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990889991644352705,1990615296923873740,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990917942251245878,1990859308473462806,bot,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990917996735246354,1990884400767127949,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991213736984469882,1991134891291930660,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991214939894087922,1991129617017540729,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991215307977818350,1991129820344775099,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991279797230620723,1990429231206019224,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991281402617217054,1991123357987680702,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991638803706999028,1991467365276528959,bot,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991640166679675057,1991599014270365829,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991696495846776992,1991273429446603153,bot,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1991696736360730635,1991547994886307979,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991697349987471434,1991478705970114588,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991934386128724319,1991831458277990810,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991934616165380101,1991831700767396310,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991935559569137889,1989293068722266566,bot,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1991936737103200426,1991790357370261694,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991937320358940976,1991700724456255578,bot,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992352554148049362,1992035477860589731,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1992352954532159738,1992300221456642379,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992354251754856905,1992252270009057469,bot,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1992354599781429673,1992266868951069151,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992354987783901344,1992107088034795917,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992613616105705607,1992383685040169234,bot,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1992614004443820412,1992225341616853357,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992615069784383652,1992015024261599559,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1992615495120404578,1991665361863999667,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992615800671211919,1992435341899518119,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992616410187538771,1992291850045001916,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992616976896700491,1992474249618219097,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992617317159538865,1992397358555091006,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992974193302855734,1992380912395579503,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992975098781855776,1992651119517192620,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992975374842487288,1992648495023710622,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1992975690426204646,1991916515806048360,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992976245340897633,1992828545320587756,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993322131518636146,1992977826455425395,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993322547299983418,1993132277585289591,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993322844575379821,1993265476185506111,bot,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993323361762484336,1993130649667158467,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993323840139575521,1993104541571858667,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994079544811090105,1993916890029150513,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994080323374555174,1993985907939053704,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994081031352140149,1993735402587291694,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994081119210176961,1993744525433647301,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994082043328635194,1993974466938892581,bot,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994189730829791560,1993960297690959974,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994192791723753717,1993785536428007747,bot,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1994193754169737459,1994070702735954069,bot,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994822051773743197,1994580435452792897,bot,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1994822730051387409,1994620878223479266,bot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994824595816227187,1994748150825771266,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994824990877770154,1994511619901034764,bot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
